date,query,query_category,page,title,device,country,language,referrer,user_id,session_id,position,impressions,clicks,ctr,dwell_time_s,bounce,serp_features,is_brand
2025-08-06,coupon pizza,transactional,https://blog.example.com/cvpx/qikrih,Coupon Pizza,tablet,CA,de,google_images,u_f0630c6a,s_78dc2d13,28,4,1,0.25,88,False,shopping,False
2025-08-06,coupon pizza,transactional,https://www.example.com/iorwc/owbapmusp,Coupon Pizza,tablet,FR,de,google_images,u_d56ae478,s_3378cfe4,42,5,0,0.0,0,True,shopping,False
2025-08-06,coupon router,transactional,https://news.example.com/kzfbmoc/vbnkjse,Coupon Router – Reviews,mobile,CA,en,google_images,u_b5dea6d4,s_57f45ea5,18,2,0,0.0,0,True,faq,False
2025-08-06,coupon ssd,transactional,https://shop.example.com/ketuforu,Coupon Ssd | Official Site,mobile,US,en,google,u_b6ae451a,s_17035eda,24,7,2,0.2857,104,False,localpack,False
2025-08-06,credit card closest,informational,https://docs.example.com/zpvp,Credit Card Closest,mobile,AU,en-US,google_news,u_599d8820,s_72efefa9,20,3,0,0.0,0,True,sitelinks,False
2025-08-06,facebook login,navigational,https://www.example.com/sibhtgo/lywbkac/jtvrlte,Facebook Login,desktop,GB,en,google_images,u_5df00834,s_cc4fba59,40,6,2,0.3333,46,False,localpack,True
2025-08-06,guide to insurance,informational,https://blog.example.com/nnzkwu/ymynusgh/bsbuda,Guide To Insurance | Official Site,tablet,CA,en-GB,google_images,u_b3f2ede6,s_551350be,5,5,1,0.2,107,False,news,False
2025-08-06,guide to insurance,informational,https://blog.example.com/lajvib/euykza,Guide To Insurance | Docs,mobile,CA,en-US,google_images,u_a17ec60a,s_b54fd2ca,23,3,0,0.0,0,True,news,False
2025-08-06,how to headphones,informational,https://blog.example.com/upzuvtfd,How To Headphones | Pricing,mobile,US,en,google_news,u_bc47f628,s_fead3669,20,1,0,0.0,0,True,shopping,False
2025-08-06,how to ssd,informational,https://docs.example.com/cwllhupk,How To Ssd | Docs,mobile,US,en,google_news,u_9aea95a3,s_94778a2c,26,1,0,0.0,0,True,video,False
2025-08-06,laptop amazon,informational,https://docs.example.com/gxvwlumhx/ejsvskuclz,Laptop Amazon – Ultimate Guide,desktop,US,en,google,u_948b6378,s_ed839a4c,22,2,0,0.0,0,True,none,False
2025-08-06,near me climate change,local,https://shop.example.com/mjhuwcu,Near Me Climate Change,mobile,JP,en,google,u_3c95520f,s_b996ea84,18,2,0,0.0,0,True,image,False
2025-08-06,near me insurance,local,https://shop.example.com/fdrwrbhooy/enqt,Near Me Insurance | Docs,mobile,IN,de,google_news,u_29a25af5,s_01ebaf2b,16,4,1,0.25,42,False,sitelinks,False
2025-08-06,near me ssd,local,https://blog.example.com/zwxlbvzw/ibwfvrizfb/yeswcdr,Near Me Ssd | Official Site,mobile,GB,en-GB,google_news,u_25a5fd07,s_20856bd5,34,1,0,0.0,0,True,sitelinks,False
2025-08-06,near me ssd,local,https://support.example.com/bmzuxnvfo/jfwcbab/dchcndjvdh,Near Me Ssd – Ultimate Guide,desktop,GB,en-GB,google,u_70bdb572,s_1ec41727,41,3,1,0.3333,84,False,sitelinks,False
2025-08-06,near me ssd,local,https://docs.example.com/wofynqjlgy/ijspyofm/qwcudmhpsp,Near Me Ssd | Pricing,desktop,GB,en-US,google,u_3adbbdc7,s_446fa9c9,33,3,0,0.0,0,True,sitelinks,False
2025-08-06,pizza bank,informational,https://support.example.com/meirywtls/stvhqpebxr,Pizza Bank | Official Site,desktop,US,en,google_discover,u_d00c5689,s_00ef8e0a,4,7,1,0.1429,88,False,faq,False
2025-08-06,pizza near me,local,https://news.example.com/qoocwpoonv/npbwovoa,Pizza Near Me | Docs,mobile,CA,en,google,u_bf06cc17,s_695f6f4c,36,1,0,0.0,0,True,image,False
2025-08-06,price climate change,transactional,https://blog.example.com/tzfavw/wcmd/wzjsdg,Price Climate Change,desktop,JP,en,google_news,u_11311366,s_859a4fa9,12,2,1,0.5,60,False,shopping,False
2025-08-06,price fpga,transactional,https://support.example.com/klllvub/lkrekoqofm,Price Fpga | Pricing,desktop,JP,en,google_discover,u_28a22d89,s_8a52b138,17,1,1,1.0,83,False,video,False
2025-08-06,price pizza,transactional,https://blog.example.com/rnxlcmywiw,Price Pizza – Ultimate Guide,tablet,BR,en,google_news,u_759cd119,s_6ff5266c,24,5,1,0.2,109,False,localpack,False
2025-08-06,price pizza,transactional,https://support.example.com/jtqburlq/uzkehqeokk/rwrstaz,Price Pizza – Ultimate Guide,mobile,BR,en,google,u_162a149e,s_5c47bfc6,37,2,1,0.5,98,False,localpack,False
2025-08-06,price pizza,transactional,https://support.example.com/kwdhvemq/wiqpkyu,Price Pizza – Reviews,mobile,US,en,google,u_d8bc1ce7,s_3735892c,6,2,1,0.5,44,False,localpack,False
2025-08-06,price pizza,transactional,https://www.example.com/amfsydfguz/nrnxvxihlm,Price Pizza | Pricing,mobile,GB,en-GB,google_news,u_29ce51f1,s_9183e292,27,4,0,0.0,0,True,localpack,False
2025-08-06,price pizza,transactional,https://blog.example.com/jzcqkvchmg/bslrwsoeoi,Price Pizza | Official Site,desktop,DE,en,google_images,u_298df6c0,s_fffa4b2b,7,1,1,1.0,61,False,localpack,False
2025-08-06,price pizza,transactional,https://support.example.com/gjbxkuil,Price Pizza – Ultimate Guide,mobile,US,en,google_discover,u_2283ab36,s_1e4407ed,50,3,0,0.0,0,True,localpack,False
2025-08-06,price python,transactional,https://news.example.com/zcxznpvs/bdasrpamhe/ukupbvlt,Price Python,mobile,US,en,google_images,u_22f1d982,s_a41c75ac,14,1,0,0.0,0,True,shopping,False
2025-08-06,price redis,transactional,https://news.example.com/rcgr/lkrxhvi/cjvuqgawi,Price Redis | Official Site,desktop,DE,en,google_discover,u_c1050e2d,s_427d932f,46,2,0,0.0,0,True,faq,False
2025-08-06,price redis,transactional,https://shop.example.com/xtbgnmeoh/jqwretxe/dqznl,Price Redis – Reviews,desktop,CA,en,google_news,u_d7aaa21a,s_9d432d33,40,4,0,0.0,0,True,faq,False
2025-08-06,price redis,transactional,https://shop.example.com/tswlrv,Price Redis,desktop,US,en-GB,google_news,u_98cbea02,s_3ec80f02,2,4,1,0.25,68,False,faq,False
2025-08-06,price redis,transactional,https://shop.example.com/liecwnuojv/qiop,Price Redis – Ultimate Guide,mobile,AU,de,google_images,u_ede16523,s_21eab4c6,6,4,1,0.25,79,True,faq,False
2025-08-06,redis amazon,informational,https://docs.example.com/jyohb,Redis Amazon – Reviews,desktop,US,en,google,u_cdd34931,s_5d0aa83f,6,1,0,0.0,0,True,localpack,False
2025-08-06,redis amazon,informational,https://blog.example.com/oefxrhgph/aoxxmbgn/gzwsbuh,Redis Amazon – Ultimate Guide,mobile,US,en,google,u_59de283e,s_a09d5aec,44,2,1,0.5,146,False,localpack,False
2025-08-06,redis amazon,informational,https://docs.example.com/hqckwfdli/hefysyn,Redis Amazon | Docs,mobile,FR,en,google_discover,u_cd178042,s_833f4d11,14,7,0,0.0,0,True,localpack,False
2025-08-06,redis youtube,informational,https://www.example.com/wcvxagky/yhfppf/kmwvbqucyj,Redis Youtube – Reviews,desktop,US,en,google_news,u_0bffd9a3,s_8cb17663,5,3,1,0.3333,61,False,sitelinks,False
2025-08-06,redis youtube,informational,https://news.example.com/euwbjs/vmbaekxh/hsuemeyy,Redis Youtube | Pricing,mobile,CA,en-GB,google_news,u_8012d64e,s_147e04db,23,2,1,0.5,107,False,sitelinks,False
2025-08-06,ssd directions,local,https://support.example.com/nyshuu/pbbadw/ynbk,Ssd Directions – Ultimate Guide,desktop,US,en,google_images,u_22247970,s_54c7d5c9,20,6,0,0.0,0,True,localpack,False
2025-08-06,ssd directions,local,https://support.example.com/rnnngqn/sncg/idobfhamzz,Ssd Directions – Reviews,desktop,US,en,google,u_b2502f5d,s_c3bdfa74,5,5,2,0.4,53,False,localpack,False
2025-08-06,tutorial coffee,informational,https://docs.example.com/mvvrzmqsdo/zemino/yuwjf,Tutorial Coffee,mobile,US,en,google_news,u_dc91d87f,s_f0eac610,13,2,0,0.0,0,True,faq,False
2025-08-06,tutorial fpga,informational,https://news.example.com/sihxsftpn/mybkqhl/xmwk,Tutorial Fpga – Ultimate Guide,desktop,AU,en,google_images,u_e5db8a7f,s_3709f101,1,5,1,0.2,62,False,shopping,False
2025-08-06,tutorial fpga,informational,https://blog.example.com/cmemvjc,Tutorial Fpga | Pricing,desktop,BR,en,google_discover,u_87c7d6f5,s_465cc1aa,15,5,1,0.2,94,False,shopping,False
2025-08-06,tutorial fpga,informational,https://shop.example.com/kaiiwmd,Tutorial Fpga – Reviews,desktop,US,en,google_news,u_5b7fc66a,s_e482f6a6,5,4,1,0.25,88,False,shopping,False
2025-08-06,tutorial fpga,informational,https://shop.example.com/megzqnh/treihedj/aecgefpt,Tutorial Fpga | Pricing,desktop,US,en-GB,google,u_fe1c96e3,s_7e5e8151,13,4,0,0.0,0,True,shopping,False
2025-08-06,tutorial fpga,informational,https://news.example.com/gggbjvhw/klgarb/qleern,Tutorial Fpga,desktop,IN,en,google_discover,u_d3b7fc5c,s_dcf6bd74,42,2,0,0.0,0,True,shopping,False
2025-08-06,tutorial fpga,informational,https://docs.example.com/eofozvzhko/zqcwxh/ookzqeshis,Tutorial Fpga – Reviews,mobile,US,en-US,google_news,u_216b7374,s_e5f0eca0,35,1,0,0.0,0,True,shopping,False
2025-08-06,tutorial fpga,informational,https://www.example.com/vtxhu,Tutorial Fpga | Pricing,desktop,US,en,google_discover,u_9891ef1e,s_fc1da33d,44,5,2,0.4,115,False,shopping,False
2025-08-06,tutorial fpga,informational,https://support.example.com/twkpvwi,Tutorial Fpga | Official Site,mobile,US,en-US,google,u_8ebe1956,s_4a0ea465,5,3,1,0.3333,100,False,shopping,False
2025-08-06,tutorial fpga,informational,https://shop.example.com/tzjvdvm,Tutorial Fpga – Ultimate Guide,desktop,CA,en,google_news,u_dc2cfdf9,s_ea7017fb,10,1,0,0.0,0,True,shopping,False
2025-08-06,tutorial fpga,informational,https://docs.example.com/ulfdi,Tutorial Fpga | Docs,desktop,US,en,google,u_24771cc7,s_6a27b166,18,4,0,0.0,0,True,shopping,False
2025-08-06,what is climate change,informational,https://www.example.com/epbvyhw/qvfe/stafqplab,What Is Climate Change | Docs,desktop,US,en,google_discover,u_6aa1ad04,s_c2f0e105,9,7,1,0.1429,98,False,news,False
2025-08-06,what is coffee,informational,https://www.example.com/zyez/jwsodqd,What Is Coffee | Pricing,mobile,US,en-GB,google,u_b6855539,s_920f7f20,6,1,0,0.0,0,True,shopping,False
2025-08-06,what is pizza,informational,https://blog.example.com/fhntp/mbrqmk,What Is Pizza,desktop,US,en,google_images,u_ebc493f8,s_65e31640,7,2,1,0.5,68,False,localpack,False
2025-08-06,what is redis,informational,https://support.example.com/xyciz/muzjnmzmlc,What Is Redis – Reviews,mobile,US,en,google_news,u_5b0d44e6,s_5955390e,10,1,0,0.0,0,True,video,False
2025-08-06,wikipedia,informational,https://support.example.com/sqcgktrip,Wikipedia | Pricing,desktop,JP,en,google_images,u_140f415e,s_58b0e85c,11,4,2,0.5,119,False,image,False
2025-08-07,bank,informational,https://www.example.com/cvgezharq/fblabgybw/okpx,Bank – Reviews,desktop,US,en,google_images,u_859a8c61,s_5dd69982,26,3,1,0.3333,177,False,shopping,False
2025-08-07,benefits of laptop,informational,https://shop.example.com/exxcu/lbvazj/hhygevwkec,Benefits Of Laptop – Ultimate Guide,desktop,US,en,google_discover,u_d3c98af1,s_30c39f74,15,4,0,0.0,0,True,image,False
2025-08-07,benefits of laptop,informational,https://docs.example.com/bogrampw/plqwixi/itpotvce,Benefits Of Laptop,mobile,CA,en,google,u_cbf5c2b2,s_7afc2dc5,26,1,0,0.0,0,True,image,False
2025-08-07,benefits of laptop,informational,https://blog.example.com/lysvzor/mmqlp/tizivkafjw,Benefits Of Laptop,desktop,FR,en,google_discover,u_995ae4ce,s_7a5a3f53,21,3,1,0.3333,149,False,image,False
2025-08-07,benefits of laptop,informational,https://www.example.com/fxex/tjmrirsao/bkssxcad,Benefits Of Laptop | Official Site,mobile,JP,en-US,google_news,u_de2f7dce,s_3edf7f2d,11,2,0,0.0,0,True,image,False
2025-08-07,benefits of laptop,informational,https://blog.example.com/gbjbcrh/igqefv,Benefits Of Laptop,desktop,US,en,google_images,u_34eb2ef8,s_11edb286,33,2,0,0.0,0,True,image,False
2025-08-07,benefits of python,informational,https://blog.example.com/wluktsz,Benefits Of Python – Ultimate Guide,desktop,US,en,google_discover,u_4d3b92f4,s_3f61115e,18,1,0,0.0,0,True,localpack,False
2025-08-07,best c++,informational,https://blog.example.com/bpvtngdbl/shodvczl,Best C++ – Reviews,desktop,IN,en,google_discover,u_8a7f560a,s_c6b3648f,30,1,0,0.0,0,True,sitelinks,False
2025-08-07,best climate change,informational,https://www.example.com/yoyvg,Best Climate Change | Docs,desktop,BR,en-US,google_news,u_331b2237,s_65c8f22f,22,12,2,0.1667,116,False,shopping,False
2025-08-07,best credit card,informational,https://shop.example.com/fxseudkj/gsmmrxupyw,Best Credit Card | Docs,desktop,DE,en,google_discover,u_d6d575d5,s_49e367c0,8,2,1,0.5,100,False,faq,False
2025-08-07,best credit card,informational,https://blog.example.com/kifswqe,Best Credit Card,mobile,US,en-US,google_discover,u_97e67ce2,s_e5f8ba7a,35,3,0,0.0,0,True,faq,False
2025-08-07,best laptop,informational,https://shop.example.com/qxkf/sjvxwt,Best Laptop | Pricing,tablet,US,en,google_images,u_fc8d429d,s_077cfea4,34,4,0,0.0,0,True,shopping,False
2025-08-07,best router,informational,https://blog.example.com/dyonjsy/gdznsy/skywvm,Best Router,mobile,US,en,google,u_eb0c8b89,s_f9b6c700,31,3,0,0.0,0,True,localpack,False
2025-08-07,best way to c++,informational,https://blog.example.com/wwxt/loswur/mdensblh,Best Way To C++,mobile,GB,en,google_news,u_45963691,s_f470fa19,18,2,0,0.0,0,True,faq,False
2025-08-07,best way to c++,informational,https://news.example.com/dhpvq/ozmnlqq/wbdzdcqtiw,Best Way To C++ | Docs,desktop,CA,en-GB,google,u_f6bd64f9,s_8d2eb716,36,1,0,0.0,0,True,faq,False
2025-08-07,best way to c++,informational,https://support.example.com/rmsji/hvfnmxjupx,Best Way To C++ – Reviews,desktop,CA,en-US,google_news,u_9ff4a6f3,s_94024f49,22,1,0,0.0,0,True,faq,False
2025-08-07,best way to climate change,informational,https://support.example.com/mvuwpe/pulczj/oxjz,Best Way To Climate Change | Pricing,mobile,AU,en,google_news,u_cf21c74d,s_e635adc8,47,1,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://news.example.com/wlat/qyydheby/hmykmvlc,Best Way To Climate Change – Ultimate Guide,mobile,AU,en,google,u_f1f7bef7,s_bba471eb,26,1,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://shop.example.com/gbykasu/ktmm,Best Way To Climate Change | Docs,mobile,GB,en,google_discover,u_26077e47,s_4c2d8df2,9,4,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://shop.example.com/feldzskzj/pzxz,Best Way To Climate Change – Reviews,tablet,JP,en,google_discover,u_78b84f70,s_2a963be8,8,2,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://shop.example.com/guispcsl/nqjkbyfvj,Best Way To Climate Change | Pricing,mobile,IN,en,google_news,u_2090c617,s_02350578,5,1,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://docs.example.com/uehiujgyz,Best Way To Climate Change – Reviews,desktop,GB,en,google_news,u_e4816b74,s_d7d209a5,36,1,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://docs.example.com/yrogtoaba/jhad,Best Way To Climate Change | Docs,mobile,US,en,google,u_ad183878,s_e9c79d00,27,2,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://shop.example.com/mxfg,Best Way To Climate Change – Reviews,desktop,IN,en,google_news,u_bd04e21b,s_dd61bec4,12,9,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://blog.example.com/aibrubvvo/orxvdbjxhe,Best Way To Climate Change,desktop,US,en,google_discover,u_f994f98b,s_4b88f7d8,35,4,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://support.example.com/cexxdgyp,Best Way To Climate Change | Pricing,mobile,CA,en-GB,google_images,u_f263e518,s_ed510bf5,8,3,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://blog.example.com/vbuahwoz/rsyq/evlu,Best Way To Climate Change | Pricing,mobile,IN,en,google,u_c3169c93,s_1f744a85,20,1,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://www.example.com/clyqv/ljurusnc,Best Way To Climate Change | Pricing,mobile,AU,en,google,u_e0b985e0,s_efef2584,46,1,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://shop.example.com/itvy/gdbw/rrrmmajjpe,Best Way To Climate Change | Docs,mobile,GB,en,google,u_3d95e236,s_60261560,1,2,2,1.0,96,False,none,False
2025-08-07,best way to climate change,informational,https://blog.example.com/arlml,Best Way To Climate Change – Reviews,desktop,DE,en,google_discover,u_907efd4b,s_88b4e07e,14,4,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://docs.example.com/blbzzhe/hrzdovndjr/fqinwl,Best Way To Climate Change | Pricing,mobile,US,en-US,google,u_afdbc471,s_8c4bcb87,5,1,0,0.0,0,True,none,False
2025-08-07,best way to climate change,informational,https://support.example.com/noqihhgumh/brmmqxkyt/cocjc,Best Way To Climate Change – Reviews,mobile,DE,en,google_images,u_ccf892b4,s_ae1f911a,24,3,1,0.3333,134,False,none,False
2025-08-07,best way to coffee,informational,https://support.example.com/wdmqrg/hoca,Best Way To Coffee – Reviews,desktop,FR,en,google,u_2ecb14a9,s_c6ec9c0e,4,10,1,0.1,92,False,faq,False
2025-08-07,best way to coffee,informational,https://docs.example.com/ojcy/citdaikrct/npynggjkfn,Best Way To Coffee – Reviews,mobile,US,en,google,u_683b33e3,s_cbc16d62,13,7,0,0.0,0,True,faq,False
2025-08-07,best way to coffee,informational,https://support.example.com/xrch/rsjore,Best Way To Coffee | Pricing,desktop,IN,en,google,u_3782cb8e,s_fb807d16,1,7,6,0.8571,91,False,faq,False
2025-08-07,best way to laptop,informational,https://www.example.com/ywjnp/qhww,Best Way To Laptop | Docs,mobile,IN,en,google_discover,u_8e1b79f6,s_0d8beafc,40,2,1,0.5,154,False,image,False
2025-08-07,best way to laptop,informational,https://news.example.com/aqfadsjucf/ovpm,Best Way To Laptop – Ultimate Guide,desktop,US,en-US,google_news,u_5e50bce9,s_fa005a6f,3,1,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://shop.example.com/ygqgokokb/ljnsket/iahoipopqc,Best Way To Laptop | Docs,desktop,IN,en-US,google_discover,u_b6cc64d9,s_096ef51a,40,6,1,0.1667,167,False,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/jfmxzsuhtj/crxfx/puzocwsvx,Best Way To Laptop | Docs,mobile,US,en,google_images,u_43e54365,s_a329f173,35,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://docs.example.com/dejo/aebcoaexgj/bohn,Best Way To Laptop – Ultimate Guide,desktop,IN,en,google_images,u_4cf8b8e4,s_638cfd0a,9,2,1,0.5,78,False,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/xilyyzlc/nnahzmjw,Best Way To Laptop | Official Site,mobile,FR,en,google,u_614626e1,s_ae7d9917,30,7,1,0.1429,81,False,image,False
2025-08-07,best way to laptop,informational,https://blog.example.com/ruzhswjmpb,Best Way To Laptop – Reviews,mobile,CA,en,google_discover,u_c3cfaa05,s_f476b93f,12,7,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://news.example.com/zpunut/otxocde,Best Way To Laptop – Reviews,desktop,US,en,google_news,u_88aee15a,s_e43577ae,13,12,1,0.0833,88,False,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/uwwepa/rctsbt/vwrffmu,Best Way To Laptop | Docs,mobile,US,en,google_discover,u_45b05bdd,s_6dd07050,38,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://shop.example.com/iseysfcn,Best Way To Laptop – Ultimate Guide,mobile,US,en,google_news,u_7043879f,s_5781fa00,9,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/vryyrjxxwx,Best Way To Laptop | Official Site,desktop,US,en,google_news,u_a5b9c40b,s_4ecf101c,23,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/dcimicm/vcucclwevr,Best Way To Laptop | Pricing,mobile,CA,en,google_images,u_41353443,s_e3a8937c,32,1,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/mjpypog/gfirf,Best Way To Laptop – Ultimate Guide,tablet,CA,en,google_images,u_25709386,s_49d4e55a,20,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/oybqxxwuwt/xtcidde,Best Way To Laptop | Official Site,desktop,US,en,google_news,u_093f1cf0,s_fe38ceca,16,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/qgonoh/cvnk/ijcpqei,Best Way To Laptop | Official Site,desktop,US,en,google_news,u_20910f4e,s_03d3895a,47,4,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/rludghmjal/hywnhe/hzmkthtjw,Best Way To Laptop,desktop,DE,en,google,u_3d20e777,s_17f5b0aa,20,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://blog.example.com/szvvnitsc/oaamcoy,Best Way To Laptop – Reviews,desktop,DE,en-GB,google_news,u_e612c735,s_c9b2f4d2,4,3,1,0.3333,95,False,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/cxuolovggv/vtlq/olnxmgi,Best Way To Laptop – Reviews,mobile,GB,en-US,google_news,u_54f10e59,s_0d86aa1f,5,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://news.example.com/bmtysbdx/sksyk/twqb,Best Way To Laptop – Reviews,mobile,US,en-US,google_images,u_65974273,s_fc5ef973,3,7,2,0.2857,80,False,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/ruude/djukzzfdu,Best Way To Laptop | Docs,mobile,US,en-US,google_discover,u_1d3cfd53,s_1e46dad5,10,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/xhauduia/elxjo,Best Way To Laptop – Ultimate Guide,desktop,JP,en-US,google_images,u_03861734,s_39c47bc2,13,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://shop.example.com/wpfhndc/pzziooepdc/dqiq,Best Way To Laptop – Ultimate Guide,mobile,IN,en,google_images,u_898dac09,s_27efb7d0,1,5,3,0.6,77,False,image,False
2025-08-07,best way to laptop,informational,https://blog.example.com/wsuvo,Best Way To Laptop | Docs,mobile,US,en,google_images,u_59071a8c,s_bfca0fd3,10,8,1,0.125,131,False,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/njuik/kauqridj/xzbxkedh,Best Way To Laptop,mobile,BR,en,google_images,u_a942b3e8,s_8edfb907,9,4,1,0.25,101,False,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/xsmiqglpt,Best Way To Laptop | Pricing,mobile,US,en,google,u_d63358b9,s_467a303a,21,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://news.example.com/syezqztgem/qumfffm/nkdk,Best Way To Laptop,mobile,US,en,google,u_d166171a,s_c8b12e94,24,5,1,0.2,128,False,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/izcwnvodq,Best Way To Laptop – Reviews,mobile,US,fr,google,u_f07beaf2,s_3799e6c5,17,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://shop.example.com/ssgmtfh/xzptf/lqogoljebx,Best Way To Laptop – Reviews,mobile,US,en,google,u_25f04000,s_3c562017,49,5,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/cdwuxwqbxp,Best Way To Laptop | Pricing,desktop,DE,en,google,u_6d48a043,s_78171c3e,49,4,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://blog.example.com/ybqz/fzysq,Best Way To Laptop,mobile,IN,en-GB,google_discover,u_a7f5696f,s_90921a10,5,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/hhwcybgiai/yxnzfyuibq,Best Way To Laptop – Reviews,tablet,IN,en,google_news,u_a7845c76,s_d82f228b,31,3,1,0.3333,90,False,image,False
2025-08-07,best way to laptop,informational,https://docs.example.com/quabuk,Best Way To Laptop – Reviews,desktop,FR,en,google,u_68d908c5,s_6584ea73,7,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://blog.example.com/bybiy,Best Way To Laptop – Ultimate Guide,desktop,US,en,google_news,u_f1a8cc70,s_d557fe59,32,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://blog.example.com/liycjce/xsqfp/tbvophlyxo,Best Way To Laptop | Docs,mobile,IN,en,google_news,u_b43214e9,s_9b88d0c6,26,9,1,0.1111,129,False,image,False
2025-08-07,best way to laptop,informational,https://news.example.com/sbisfdxgkq,Best Way To Laptop – Ultimate Guide,mobile,IN,en,google_discover,u_7e98ffac,s_63e3a2ab,12,3,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://docs.example.com/zitzdcc,Best Way To Laptop – Ultimate Guide,tablet,DE,en,google,u_87fad4a1,s_f952c669,1,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/tmzqrbzaj/vyzbw,Best Way To Laptop – Ultimate Guide,desktop,GB,en,google_discover,u_208364c7,s_21ca2296,24,4,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/yytkabb,Best Way To Laptop | Pricing,mobile,US,en,google_discover,u_7804d818,s_34ca9733,43,1,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://news.example.com/gzdxihjh/dcdtwyz/qxdkpsina,Best Way To Laptop | Docs,mobile,US,en,google,u_9d92395b,s_517bd946,30,5,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://docs.example.com/tzlxzekx,Best Way To Laptop | Pricing,mobile,FR,en,google_news,u_c275bcaa,s_c0386663,32,5,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://docs.example.com/guqw,Best Way To Laptop – Reviews,mobile,FR,en,google,u_11e28fe3,s_98fc7a5c,11,7,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/asjotn,Best Way To Laptop – Ultimate Guide,mobile,IN,en-US,google_discover,u_17316c3d,s_fa0e76d9,15,5,2,0.4,113,False,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/crfgnfjtvw/vvfkl/zdusvuksq,Best Way To Laptop | Official Site,desktop,BR,en,google_discover,u_ebc1c5b8,s_2b61690e,8,2,1,0.5,125,False,image,False
2025-08-07,best way to laptop,informational,https://support.example.com/kgocssitk/nsorva/tlvsfbsfnu,Best Way To Laptop – Reviews,desktop,JP,en,google_discover,u_05a7f642,s_cd0ffc62,6,2,0,0.0,0,True,image,False
2025-08-07,best way to laptop,informational,https://www.example.com/ebjrsa,Best Way To Laptop – Reviews,mobile,CA,en,google_discover,u_beafc74d,s_22335820,8,1,0,0.0,0,True,image,False
2025-08-07,best way to redis,informational,https://shop.example.com/czonqzg,Best Way To Redis – Ultimate Guide,mobile,US,en,google,u_eb31215f,s_edd41bc9,45,1,0,0.0,0,True,faq,False
2025-08-07,best way to redis,informational,https://docs.example.com/kjagcvjg,Best Way To Redis | Pricing,mobile,US,en,google,u_4939a5fa,s_c299cf20,33,2,0,0.0,0,True,faq,False
